name,URL,string_date,birthday
Mark Jackson,https://en.wikipedia.org//wiki/Mark_Jackson_(basketball),April_1,2020-04-01
Beth Tweddle,https://en.wikipedia.org//wiki/Beth_Tweddle,April_1,2020-04-01
Sean Taylor,https://en.wikipedia.org//wiki/Sean_Taylor,April_1,2020-04-01
Otto von Bismarck,https://en.wikipedia.org//wiki/Otto_von_Bismarck,April_1,2020-04-01
Sergei Rachmaninoff,https://en.wikipedia.org//wiki/Sergei_Rachmaninoff,April_1,2020-04-01
Edgar Wallace,https://en.wikipedia.org//wiki/Edgar_Wallace,April_1,2020-04-01
Wallace Beery,https://en.wikipedia.org//wiki/Wallace_Beery,April_1,2020-04-01
Winston Churchill,https://en.wikipedia.org//wiki/Winston_Churchill,April_1,2020-04-01
Governor-General of Australia,https://en.wikipedia.org//wiki/Governor-General_of_Australia,April_1,2020-04-01
Toshiro Mifune,https://en.wikipedia.org//wiki/Toshiro_Mifune,April_1,2020-04-01
Debbie Reynolds,https://en.wikipedia.org//wiki/Debbie_Reynolds,April_1,2020-04-01
President of the Swiss Confederation,https://en.wikipedia.org//wiki/List_of_Presidents_of_the_Swiss_Confederation,April_1,2020-04-01
Samuel R. Delany,https://en.wikipedia.org//wiki/Samuel_R._Delany,April_1,2020-04-01
Jimmy Cliff,https://en.wikipedia.org//wiki/Jimmy_Cliff,April_1,2020-04-01
Susan Boyle,https://en.wikipedia.org//wiki/Susan_Boyle,April_1,2020-04-01
Chris Grayling,https://en.wikipedia.org//wiki/Chris_Grayling,April_1,2020-04-01
Vitor Belfort,https://en.wikipedia.org//wiki/Vitor_Belfort,April_1,2020-04-01
Ding Junhui,https://en.wikipedia.org//wiki/Ding_Junhui,April_1,2020-04-01
Magdalena Maleeva,https://en.wikipedia.org//wiki/Magdalena_Maleeva,April_1,2020-04-01
Dean Windass,https://en.wikipedia.org//wiki/Dean_Windass,April_1,2020-04-01
Mehmet Özdilek,https://en.wikipedia.org//wiki/Mehmet_%C3%96zdilek,April_1,2020-04-01
Randy Orton,https://en.wikipedia.org//wiki/Randy_Orton,April_1,2020-04-01
Alberto Zaccheroni,https://en.wikipedia.org//wiki/Alberto_Zaccheroni,April_1,2020-04-01
Gil Scott-Heron,https://en.wikipedia.org//wiki/Gil_Scott-Heron,April_1,2020-04-01
Oliver Turvey,https://en.wikipedia.org//wiki/Oliver_Turvey,April_1,2020-04-01
Paul Manafort,https://en.wikipedia.org//wiki/Paul_Manafort,April_1,2020-04-01
Arrigo Sacchi,https://en.wikipedia.org//wiki/Arrigo_Sacchi,April_1,2020-04-01
Phil Niekro,https://en.wikipedia.org//wiki/Phil_Niekro,April_1,2020-04-01
Abdul Qadeer Khan,https://en.wikipedia.org//wiki/Abdul_Qadeer_Khan,April_1,2020-04-01
Milan Kundera,https://en.wikipedia.org//wiki/Milan_Kundera,April_1,2020-04-01
Ferenc Puskás,https://en.wikipedia.org//wiki/Ferenc_Pusk%C3%A1s,April_1,2020-04-01
Doctor Who,https://en.wikipedia.org//wiki/Doctor_Who,April_1,2020-04-01
Javier Irureta,https://en.wikipedia.org//wiki/Javier_Irureta,April_1,2020-04-01
David Gilliland,https://en.wikipedia.org//wiki/David_Gilliland,April_1,2020-04-01
Clarence Seedorf,https://en.wikipedia.org//wiki/Clarence_Seedorf,April_1,2020-04-01
Leon Russell,https://en.wikipedia.org//wiki/Leon_Russell,April_2,2020-04-02
Michael Clarke,https://en.wikipedia.org//wiki/Michael_Clarke_(cricketer),April_2,2020-04-02
Ibrahim Afellay,https://en.wikipedia.org//wiki/Ibrahim_Afellay,April_2,2020-04-02
New York Yankees,https://en.wikipedia.org//wiki/New_York_Yankees,April_2,2020-04-02
Billy Pierce,https://en.wikipedia.org//wiki/Billy_Pierce,April_2,2020-04-02
Serge Gainsbourg,https://en.wikipedia.org//wiki/Serge_Gainsbourg,April_2,2020-04-02
Mike Hailwood,https://en.wikipedia.org//wiki/Mike_Hailwood,April_2,2020-04-02
Don Sutton,https://en.wikipedia.org//wiki/Don_Sutton,April_2,2020-04-02
Edmundo Alves de Souza Neto,https://en.wikipedia.org//wiki/Edmundo_Alves_de_Souza_Neto,April_2,2020-04-02
Emmylou Harris,https://en.wikipedia.org//wiki/Emmylou_Harris,April_2,2020-04-02
Teddy Sheringham,https://en.wikipedia.org//wiki/Teddy_Sheringham,April_2,2020-04-02
Todd Woodbridge,https://en.wikipedia.org//wiki/Todd_Woodbridge,April_2,2020-04-02
Jack Evans,https://en.wikipedia.org//wiki/Jack_Evans_(wrestler),April_2,2020-04-02
David Ferrer,https://en.wikipedia.org//wiki/David_Ferrer,April_2,2020-04-02
Stéphane Lambiel,https://en.wikipedia.org//wiki/St%C3%A9phane_Lambiel,April_2,2020-04-02
Marc Pugh,https://en.wikipedia.org//wiki/Marc_Pugh,April_2,2020-04-02
Miralem Pjanić,https://en.wikipedia.org//wiki/Miralem_Pjani%C4%87,April_2,2020-04-02
Juha Kankkunen,https://en.wikipedia.org//wiki/Juha_Kankkunen,April_2,2020-04-02
Ajay Devgan,https://en.wikipedia.org//wiki/Ajay_Devgan,April_2,2020-04-02
Yevgeniya Kanayeva,https://en.wikipedia.org//wiki/Yevgeniya_Kanayeva,April_2,2020-04-02
Goa,https://en.wikipedia.org//wiki/Goa,April_2,2020-04-02
Marvin Gaye,https://en.wikipedia.org//wiki/Marvin_Gaye,April_2,2020-04-02
Hughie Jennings,https://en.wikipedia.org//wiki/Hughie_Jennings,April_2,2020-04-02
Hans Christian Andersen,https://en.wikipedia.org//wiki/Hans_Christian_Andersen,April_2,2020-04-02
Charlemagne,https://en.wikipedia.org//wiki/Charlemagne,April_2,2020-04-02
Linford Christie,https://en.wikipedia.org//wiki/Linford_Christie,April_2,2020-04-02
Alec Guinness,https://en.wikipedia.org//wiki/Alec_Guinness,April_2,2020-04-02
Jack Brabham,https://en.wikipedia.org//wiki/Jack_Brabham,April_2,2020-04-02
François de Roubaix,https://en.wikipedia.org//wiki/Fran%C3%A7ois_de_Roubaix,April_3,2020-04-03
Prime Minister of Poland,https://en.wikipedia.org//wiki/Prime_Minister_of_Poland,April_3,2020-04-03
Marlon Brando,https://en.wikipedia.org//wiki/Marlon_Brando,April_3,2020-04-03
Nicolas Escudé,https://en.wikipedia.org//wiki/Nicolas_Escud%C3%A9,April_3,2020-04-03
Piet de Jong,https://en.wikipedia.org//wiki/Piet_de_Jong,April_3,2020-04-03
Simon Black,https://en.wikipedia.org//wiki/Simon_Black,April_3,2020-04-03
Ben Foster,https://en.wikipedia.org//wiki/Ben_Foster_(footballer),April_3,2020-04-03
Jari-Matti Latvala,https://en.wikipedia.org//wiki/Jari-Matti_Latvala,April_3,2020-04-03
Stanislaw Ulam,https://en.wikipedia.org//wiki/Stanislaw_Ulam,April_3,2020-04-03
Leslie Howard,https://en.wikipedia.org//wiki/Leslie_Howard_(actor),April_3,2020-04-03
Neville Cardus,https://en.wikipedia.org//wiki/Neville_Cardus,April_3,2020-04-03
Lorenzo Snow,https://en.wikipedia.org//wiki/Lorenzo_Snow,April_3,2020-04-03
Tony Benn,https://en.wikipedia.org//wiki/Tony_Benn,April_3,2020-04-03
Alec Baldwin,https://en.wikipedia.org//wiki/Alec_Baldwin,April_3,2020-04-03
Lance Storm,https://en.wikipedia.org//wiki/Lance_Storm,April_3,2020-04-03
Karim Ansarifard,https://en.wikipedia.org//wiki/Karim_Ansarifard,April_3,2020-04-03
Gabriel Jesus,https://en.wikipedia.org//wiki/Gabriel_Jesus,April_3,2020-04-03
Stanisława Walasiewicz,https://en.wikipedia.org//wiki/Stanis%C5%82awa_Walasiewicz,April_3,2020-04-03
Doris Day,https://en.wikipedia.org//wiki/Doris_Day,April_3,2020-04-03
Gus Grissom,https://en.wikipedia.org//wiki/Gus_Grissom,April_3,2020-04-03
Helmut Kohl,https://en.wikipedia.org//wiki/Helmut_Kohl,April_3,2020-04-03
Jane Goodall,https://en.wikipedia.org//wiki/Jane_Goodall,April_3,2020-04-03
Eddie Murphy,https://en.wikipedia.org//wiki/Eddie_Murphy,April_3,2020-04-03
Jaya Prada,https://en.wikipedia.org//wiki/Jaya_Prada,April_3,2020-04-03
Nigel Farage,https://en.wikipedia.org//wiki/Nigel_Farage,April_3,2020-04-03
Israel Folau,https://en.wikipedia.org//wiki/Israel_Folau,April_3,2020-04-03
Brandon Graham,https://en.wikipedia.org//wiki/Brandon_Graham,April_3,2020-04-03
Leona Lewis,https://en.wikipedia.org//wiki/Leona_Lewis,April_3,2020-04-03
Tommy Haas,https://en.wikipedia.org//wiki/Tommy_Haas,April_3,2020-04-03
Mark Skaife,https://en.wikipedia.org//wiki/Mark_Skaife,April_3,2020-04-03
Sam Manekshaw,https://en.wikipedia.org//wiki/Sam_Manekshaw,April_3,2020-04-03
Swaminarayan,https://en.wikipedia.org//wiki/Swaminarayan,April_3,2020-04-03
Washington Irving,https://en.wikipedia.org//wiki/Washington_Irving,April_3,2020-04-03
Pierre Monteux,https://en.wikipedia.org//wiki/Pierre_Monteux,April_4,2020-04-04
Thaddeus Stevens,https://en.wikipedia.org//wiki/Thaddeus_Stevens,April_4,2020-04-04
Caracalla,https://en.wikipedia.org//wiki/Caracalla,April_4,2020-04-04
Maya Angelou,https://en.wikipedia.org//wiki/Maya_Angelou,April_4,2020-04-04
Abdullah Öcalan,https://en.wikipedia.org//wiki/Abdullah_%C3%96calan,April_4,2020-04-04
John Hannah,https://en.wikipedia.org//wiki/John_Hannah_(American_football),April_4,2020-04-04
Heath Ledger,https://en.wikipedia.org//wiki/Heath_Ledger,April_4,2020-04-04
Rudy Fernández,https://en.wikipedia.org//wiki/Rudy_Fern%C3%A1ndez_(basketball),April_4,2020-04-04
Sami Khedira,https://en.wikipedia.org//wiki/Sami_Khedira,April_4,2020-04-04
Bea Benaderet,https://en.wikipedia.org//wiki/Bea_Benaderet,April_4,2020-04-04
Shing-Tung Yau,https://en.wikipedia.org//wiki/Shing-Tung_Yau,April_4,2020-04-04
David E. Kelley,https://en.wikipedia.org//wiki/David_E._Kelley,April_4,2020-04-04
David Cross,https://en.wikipedia.org//wiki/David_Cross,April_4,2020-04-04
Robert Downey Jr.,https://en.wikipedia.org//wiki/Robert_Downey_Jr.,April_4,2020-04-04
Loris Capirossi,https://en.wikipedia.org//wiki/Loris_Capirossi,April_4,2020-04-04
Roberto Luongo,https://en.wikipedia.org//wiki/Roberto_Luongo,April_4,2020-04-04
Dudi Sela,https://en.wikipedia.org//wiki/Dudi_Sela,April_4,2020-04-04
Aiden McGeady,https://en.wikipedia.org//wiki/Aiden_McGeady,April_4,2020-04-04
Frank Kaminsky,https://en.wikipedia.org//wiki/Frank_Kaminsky,April_4,2020-04-04
Tris Speaker,https://en.wikipedia.org//wiki/Tris_Speaker,April_4,2020-04-04
Richard Lugar,https://en.wikipedia.org//wiki/Richard_Lugar,April_4,2020-04-04
Natasha Lyonne,https://en.wikipedia.org//wiki/Natasha_Lyonne,April_4,2020-04-04
Governor General of Canada,https://en.wikipedia.org//wiki/Governor_General_of_Canada,April_4,2020-04-04
Dettmar Cramer,https://en.wikipedia.org//wiki/Dettmar_Cramer,April_4,2020-04-04
Herbert von Karajan,https://en.wikipedia.org//wiki/Herbert_von_Karajan,April_5,2020-04-05
Dwain Chambers,https://en.wikipedia.org//wiki/Dwain_Chambers,April_5,2020-04-05
Jonathan Erlich,https://en.wikipedia.org//wiki/Jonathan_Erlich,April_5,2020-04-05
Troy Gentry,https://en.wikipedia.org//wiki/Troy_Gentry,April_5,2020-04-05
Aykut Kocaman,https://en.wikipedia.org//wiki/Aykut_Kocaman,April_5,2020-04-05
Diamond Dallas Page,https://en.wikipedia.org//wiki/Diamond_Dallas_Page,April_5,2020-04-05
Melvyn Douglas,https://en.wikipedia.org//wiki/Melvyn_Douglas,April_5,2020-04-05
President of Germany,https://en.wikipedia.org//wiki/President_of_Germany,April_5,2020-04-05
Roger Corman,https://en.wikipedia.org//wiki/Roger_Corman,April_5,2020-04-05
Robert Bloch,https://en.wikipedia.org//wiki/Robert_Bloch,April_5,2020-04-05
Medal of Honor,https://en.wikipedia.org//wiki/Medal_of_Honor,April_5,2020-04-05
Gregory Peck,https://en.wikipedia.org//wiki/Gregory_Peck,April_5,2020-04-05
Bette Davis,https://en.wikipedia.org//wiki/Bette_Davis,April_5,2020-04-05
Menachem Mendel Schneerson,https://en.wikipedia.org//wiki/Menachem_Mendel_Schneerson,April_5,2020-04-05
Leon Trotsky,https://en.wikipedia.org//wiki/Leon_Trotsky,April_5,2020-04-05
President of Peru,https://en.wikipedia.org//wiki/List_of_Presidents_of_Peru,April_5,2020-04-05
Booker T. Washington,https://en.wikipedia.org//wiki/Booker_T._Washington,April_5,2020-04-05
Thomas Hobbes,https://en.wikipedia.org//wiki/Thomas_Hobbes,April_5,2020-04-05
Tom Finney,https://en.wikipedia.org//wiki/Tom_Finney,April_5,2020-04-05
Rachel Homan,https://en.wikipedia.org//wiki/Rachel_Homan,April_5,2020-04-05
President of the Philippines,https://en.wikipedia.org//wiki/President_of_the_Philippines,April_5,2020-04-05
Saba Qamar,https://en.wikipedia.org//wiki/Saba_Qamar,April_5,2020-04-05
John Le Mesurier,https://en.wikipedia.org//wiki/John_Le_Mesurier,April_5,2020-04-05
Nguyễn Văn Thiệu,https://en.wikipedia.org//wiki/Nguy%E1%BB%85n_V%C4%83n_Thi%E1%BB%87u,April_5,2020-04-05
Charlotte Flair,https://en.wikipedia.org//wiki/Charlotte_Flair,April_5,2020-04-05
Colin Powell,https://en.wikipedia.org//wiki/Colin_Powell,April_5,2020-04-05
David Winters,https://en.wikipedia.org//wiki/David_Winters_(choreographer),April_5,2020-04-05
Peter T. King,https://en.wikipedia.org//wiki/Peter_T._King,April_5,2020-04-05
Gloria Macapagal-Arroyo,https://en.wikipedia.org//wiki/Gloria_Macapagal-Arroyo,April_5,2020-04-05
Akira Toriyama,https://en.wikipedia.org//wiki/Akira_Toriyama,April_5,2020-04-05
Marius Lăcătuș,https://en.wikipedia.org//wiki/Marius_L%C4%83c%C4%83tu%C8%99,April_5,2020-04-05
Nigel Hawthorne,https://en.wikipedia.org//wiki/Nigel_Hawthorne,April_5,2020-04-05
Tom Coronel,https://en.wikipedia.org//wiki/Tom_Coronel,April_5,2020-04-05
Mike McCready,https://en.wikipedia.org//wiki/Mike_McCready,April_5,2020-04-05
Darija Jurak,https://en.wikipedia.org//wiki/Darija_Jurak,April_5,2020-04-05
Spencer Tracy,https://en.wikipedia.org//wiki/Spencer_Tracy,April_5,2020-04-05
Stephen Jackson,https://en.wikipedia.org//wiki/Stephen_Jackson,April_5,2020-04-05
Alexandre Prémat,https://en.wikipedia.org//wiki/Alexandre_Pr%C3%A9mat,April_5,2020-04-05
Fernando Morientes,https://en.wikipedia.org//wiki/Fernando_Morientes,April_5,2020-04-05
Sterling K. Brown,https://en.wikipedia.org//wiki/Sterling_K._Brown,April_5,2020-04-05
John Hartson,https://en.wikipedia.org//wiki/John_Hartson,April_5,2020-04-05
Pharrell Williams,https://en.wikipedia.org//wiki/Pharrell_Williams,April_5,2020-04-05
Henrik Stenson,https://en.wikipedia.org//wiki/Henrik_Stenson,April_5,2020-04-05
James Wade,https://en.wikipedia.org//wiki/James_Wade,April_6,2020-04-06
Marco Schällibaum,https://en.wikipedia.org//wiki/Marco_Sch%C3%A4llibaum,April_6,2020-04-06
André Previn,https://en.wikipedia.org//wiki/Andr%C3%A9_Previn,April_6,2020-04-06
James Watson,https://en.wikipedia.org//wiki/James_Watson,April_6,2020-04-06
Ian Paisley,https://en.wikipedia.org//wiki/Ian_Paisley,April_6,2020-04-06
Robert Earnshaw,https://en.wikipedia.org//wiki/Robert_Earnshaw,April_6,2020-04-06
Rafael Correa,https://en.wikipedia.org//wiki/Rafael_Correa,April_6,2020-04-06
Barry Levinson,https://en.wikipedia.org//wiki/Barry_Levinson,April_6,2020-04-06
Bert Blyleven,https://en.wikipedia.org//wiki/Bert_Blyleven,April_6,2020-04-06
Merle Haggard,https://en.wikipedia.org//wiki/Merle_Haggard,April_6,2020-04-06
Leonora Carrington,https://en.wikipedia.org//wiki/Leonora_Carrington,April_6,2020-04-06
Mickey Cochrane,https://en.wikipedia.org//wiki/Mickey_Cochrane,April_6,2020-04-06
Maimonides,https://en.wikipedia.org//wiki/Maimonides,April_6,2020-04-06
Michele Bachmann,https://en.wikipedia.org//wiki/Michele_Bachmann,April_6,2020-04-06
William M. Branham,https://en.wikipedia.org//wiki/William_M._Branham,April_6,2020-04-06
Julie Ertz,https://en.wikipedia.org//wiki/Julie_Ertz,April_6,2020-04-06
Billie Holiday,https://en.wikipedia.org//wiki/Billie_Holiday,April_7,2020-04-07
Randall Davidson,https://en.wikipedia.org//wiki/Randall_Davidson,April_7,2020-04-07
John McGraw,https://en.wikipedia.org//wiki/John_McGraw,April_7,2020-04-07
Ravi Shankar,https://en.wikipedia.org//wiki/Ravi_Shankar,April_7,2020-04-07
James Garner,https://en.wikipedia.org//wiki/James_Garner,April_7,2020-04-07
Bobby Bare,https://en.wikipedia.org//wiki/Bobby_Bare,April_7,2020-04-07
Jerry Brown,https://en.wikipedia.org//wiki/Jerry_Brown,April_7,2020-04-07
Francis Ford Coppola,https://en.wikipedia.org//wiki/Francis_Ford_Coppola,April_7,2020-04-07
Record Plant,https://en.wikipedia.org//wiki/Record_Plant,April_7,2020-04-07
Mitch Daniels,https://en.wikipedia.org//wiki/Mitch_Daniels,April_7,2020-04-07
Jackie Chan,https://en.wikipedia.org//wiki/Jackie_Chan,April_7,2020-04-07
Dutch Minister of Defence,https://en.wikipedia.org//wiki/List_of_Ministers_of_Defence_of_the_Netherlands,April_7,2020-04-07
Adrián Beltré,https://en.wikipedia.org//wiki/Adri%C3%A1n_Beltr%C3%A9,April_7,2020-04-07
Martín Cáceres,https://en.wikipedia.org//wiki/Mart%C3%ADn_C%C3%A1ceres,April_7,2020-04-07
Daniel Ellsberg,https://en.wikipedia.org//wiki/Daniel_Ellsberg,April_7,2020-04-07
Freddie Hubbard,https://en.wikipedia.org//wiki/Freddie_Hubbard,April_7,2020-04-07
Trent Cotchin,https://en.wikipedia.org//wiki/Trent_Cotchin,April_7,2020-04-07
Sorana Cîrstea,https://en.wikipedia.org//wiki/Sorana_C%C3%AErstea,April_7,2020-04-07
Jakub Smrž,https://en.wikipedia.org//wiki/Jakub_Smr%C5%BE,April_7,2020-04-07
Franck Ribéry,https://en.wikipedia.org//wiki/Franck_Rib%C3%A9ry,April_7,2020-04-07
Suzann Pettersen,https://en.wikipedia.org//wiki/Suzann_Pettersen,April_7,2020-04-07
Ronde Barber,https://en.wikipedia.org//wiki/Ronde_Barber,April_7,2020-04-07
Victor Kraatz,https://en.wikipedia.org//wiki/Victor_Kraatz,April_7,2020-04-07
Russell Crowe,https://en.wikipedia.org//wiki/Russell_Crowe,April_7,2020-04-07
Francis Xavier,https://en.wikipedia.org//wiki/Francis_Xavier,April_7,2020-04-07
Tony Dorsett,https://en.wikipedia.org//wiki/Tony_Dorsett,April_7,2020-04-07
Gerhard Schröder,https://en.wikipedia.org//wiki/Gerhard_Schr%C3%B6der,April_7,2020-04-07
Patricia Arquette,https://en.wikipedia.org//wiki/Patricia_Arquette,April_8,2020-04-08
Melvin Calvin,https://en.wikipedia.org//wiki/Melvin_Calvin,April_8,2020-04-08
Betty Ford,https://en.wikipedia.org//wiki/Betty_Ford,April_8,2020-04-08
Ian Smith,https://en.wikipedia.org//wiki/Ian_Smith,April_8,2020-04-08
Iskandar of Johor,https://en.wikipedia.org//wiki/Iskandar_of_Johor,April_8,2020-04-08
Kofi Annan,https://en.wikipedia.org//wiki/Kofi_Annan,April_8,2020-04-08
John Havlicek,https://en.wikipedia.org//wiki/John_Havlicek,April_8,2020-04-08
Catfish Hunter,https://en.wikipedia.org//wiki/Catfish_Hunter,April_8,2020-04-08
Tom DeLay,https://en.wikipedia.org//wiki/Tom_DeLay,April_8,2020-04-08
Grzegorz Lato,https://en.wikipedia.org//wiki/Grzegorz_Lato,April_8,2020-04-08
United Artists,https://en.wikipedia.org//wiki/United_Artists,April_8,2020-04-08
Prime Minister of Iceland,https://en.wikipedia.org//wiki/Prime_Minister_of_Iceland,April_8,2020-04-08
John Schneider,https://en.wikipedia.org//wiki/John_Schneider_(screen_actor),April_8,2020-04-08
Gennady Golovkin,https://en.wikipedia.org//wiki/Gennady_Golovkin,April_8,2020-04-08
Kim Jong-hyun,https://en.wikipedia.org//wiki/Kim_Jong-hyun_(singer),April_8,2020-04-08
Seymour Hersh,https://en.wikipedia.org//wiki/Seymour_Hersh,April_8,2020-04-08
Larry Norman,https://en.wikipedia.org//wiki/Larry_Norman,April_8,2020-04-08
Ron Johnson,https://en.wikipedia.org//wiki/Ron_Johnson_(Wisconsin_politician),April_8,2020-04-08
Terry Porter,https://en.wikipedia.org//wiki/Terry_Porter,April_8,2020-04-08
Amit Trivedi,https://en.wikipedia.org//wiki/Amit_Trivedi,April_8,2020-04-08
Félix Hernández,https://en.wikipedia.org//wiki/F%C3%A9lix_Hern%C3%A1ndez,April_8,2020-04-08
Gary Carter,https://en.wikipedia.org//wiki/Gary_Carter,April_8,2020-04-08
Edmund Husserl,https://en.wikipedia.org//wiki/Edmund_Husserl,April_8,2020-04-08
Albert I of Belgium,https://en.wikipedia.org//wiki/Albert_I_of_Belgium,April_8,2020-04-08
Philip IV of Spain,https://en.wikipedia.org//wiki/Philip_IV_of_Spain,April_8,2020-04-08
Ramón Emeterio Betances,https://en.wikipedia.org//wiki/Ram%C3%B3n_Emeterio_Betances,April_8,2020-04-08
Jackie Evancho,https://en.wikipedia.org//wiki/Jackie_Evancho,April_9,2020-04-09
Seve Ballesteros,https://en.wikipedia.org//wiki/Seve_Ballesteros,April_9,2020-04-09
Robbie Fowler,https://en.wikipedia.org//wiki/Robbie_Fowler,April_9,2020-04-09
Columbine High School massacre,https://en.wikipedia.org//wiki/Columbine_High_School_massacre,April_9,2020-04-09
Paul Robeson,https://en.wikipedia.org//wiki/Paul_Robeson,April_9,2020-04-09
Hugh Gaitskell,https://en.wikipedia.org//wiki/Hugh_Gaitskell,April_9,2020-04-09
Heinz Meyer,https://en.wikipedia.org//wiki/Heinz_Meyer,April_9,2020-04-09
Patty Pravo,https://en.wikipedia.org//wiki/Patty_Pravo,April_9,2020-04-09
Iain Duncan Smith,https://en.wikipedia.org//wiki/Iain_Duncan_Smith,April_9,2020-04-09
Cynthia Nixon,https://en.wikipedia.org//wiki/Cynthia_Nixon,April_9,2020-04-09
Jacques Villeneuve,https://en.wikipedia.org//wiki/Jacques_Villeneuve,April_9,2020-04-09
Jenna Jameson,https://en.wikipedia.org//wiki/Jenna_Jameson,April_9,2020-04-09
Eric Harris,https://en.wikipedia.org//wiki/Eric_Harris_and_Dylan_Klebold,April_9,2020-04-09
Leighton Meester,https://en.wikipedia.org//wiki/Leighton_Meester,April_9,2020-04-09
Miguel Ángel Russo,https://en.wikipedia.org//wiki/Miguel_%C3%81ngel_Russo,April_9,2020-04-09
2017 Las Vegas shooting,https://en.wikipedia.org//wiki/2017_Las_Vegas_shooting,April_9,2020-04-09
Kristen Stewart,https://en.wikipedia.org//wiki/Kristen_Stewart,April_9,2020-04-09
J. William Fulbright,https://en.wikipedia.org//wiki/J._William_Fulbright,April_9,2020-04-09
Curly Lambeau,https://en.wikipedia.org//wiki/Curly_Lambeau,April_9,2020-04-09
Montero Lamar Hill,https://en.wikipedia.org//wiki/Lil_Nas_X,April_9,2020-04-09
Léon Blum,https://en.wikipedia.org//wiki/L%C3%A9on_Blum,April_9,2020-04-09
Paul Arizin,https://en.wikipedia.org//wiki/Paul_Arizin,April_9,2020-04-09
Leopold II of Belgium,https://en.wikipedia.org//wiki/Leopold_II_of_Belgium,April_9,2020-04-09
Isambard Kingdom Brunel,https://en.wikipedia.org//wiki/Isambard_Kingdom_Brunel,April_9,2020-04-09
Anna Pogorilaya,https://en.wikipedia.org//wiki/Anna_Pogorilaya,April_10,2020-04-10
Thanasi Kokkinakis,https://en.wikipedia.org//wiki/Thanasi_Kokkinakis,April_10,2020-04-10
Eric Greitens,https://en.wikipedia.org//wiki/Eric_Greitens,April_10,2020-04-10
Skype,https://en.wikipedia.org//wiki/Skype,April_10,2020-04-10
Lew Wallace,https://en.wikipedia.org//wiki/Lew_Wallace,April_10,2020-04-10
William Hazlitt,https://en.wikipedia.org//wiki/William_Hazlitt,April_10,2020-04-10
Helenio Herrera,https://en.wikipedia.org//wiki/Helenio_Herrera,April_10,2020-04-10
Mike Hawthorn,https://en.wikipedia.org//wiki/Mike_Hawthorn,April_10,2020-04-10
David Halberstam,https://en.wikipedia.org//wiki/David_Halberstam,April_10,2020-04-10
Governor General of Australia,https://en.wikipedia.org//wiki/Governor_General_of_Australia,April_10,2020-04-10
Hugo Grotius,https://en.wikipedia.org//wiki/Hugo_Grotius,April_10,2020-04-10
Marshall Warren Nirenberg,https://en.wikipedia.org//wiki/Marshall_Warren_Nirenberg,April_10,2020-04-10
Corey Kluber,https://en.wikipedia.org//wiki/Corey_Kluber,April_10,2020-04-10
John Madden,https://en.wikipedia.org//wiki/John_Madden,April_10,2020-04-10
Vincent Kompany,https://en.wikipedia.org//wiki/Vincent_Kompany,April_10,2020-04-10
Dion Phaneuf,https://en.wikipedia.org//wiki/Dion_Phaneuf,April_10,2020-04-10
Willo Flood,https://en.wikipedia.org//wiki/Willo_Flood,April_10,2020-04-10
Mandy Moore,https://en.wikipedia.org//wiki/Mandy_Moore,April_10,2020-04-10
